COMPTE,SUJET,ENTITE__APPORTEUR,LEAD__RESP,ASSOCIE,STEP,PROB,SELL_ON,CODE_TOTEM,CA_BT__N__KE,CA_SST_INTERNE__N__KE,CA_SST_EXTERNE__N__KE,CA_MARKUP__N__KE,DONT_PCA__N_MOINS_1___KE,CA__N_PLUS_1___KE,COMMENTAIRES,DATE_DE_DEBUT_PREVUE_MISSION,OFFRE_PRINCIPALE,SECTEUR,GROUPE,TOTAL_CA_VENDU_N__KE,CA_BT_PONDERE__N__KE,D_QUALIF,D_DEBUT_REDACT°_PROPALE,D_ENVOI__PROPALE,D_GAIN,D_CLOTURE__PERTE,WEEK,DATE_REF
LBP,CdS - PPM - Banque Digitale - Architecture socle - Lot 2 (SST-EXT),WBT,JPG / OTR / NQU,ORE,5 - No follow,0.0,Oui,POS100,NA,NA,40.0,5.0,NA,30.0,NA,NA,ETM,Banque,La Poste,0.0,0.0,NA,2017-01-13T00:00:00Z,2017-01-23T00:00:00Z,NA,2017-02-03T00:00:00Z,24.0,2017-06-11
LBP,CdS - CTRA - Analyse d'impact LPM Monetique,WBT,NQU,ORE,5 - No follow,0.0,Oui,POS100,27.0,NA,NA,NA,NA,NA,Le job est embarqué dans AO global LPM,NA,Transformation,Banque,La Poste,0.0,0.0,NA,2017-02-02T00:00:00Z,2017-02-15T00:00:00Z,NA,2017-03-07T00:00:00Z,24.0,2017-06-11
LBP,CdS - DMR - Assistance PMO pour LPM DMR/SSI,WBT,BFA / OTR,ORE,5 - No follow,0.0,Non,POS100,30.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,La Poste,0.0,0.0,NA,NA,NA,NA,2017-03-03T00:00:00Z,24.0,2017-06-11
LBP,CdS - MLC - Accompagnement CDIS avril-mai,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,17.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,17.0,17.0,NA,NA,NA,2017-03-31T00:00:00Z,NA,24.0,2017-06-11
LBP,CdS - MLC - Accompagnement CDIS juin-dec,WBT,OTR,ORE,2 - A émettre,0.8,Oui,POS100,59.882,NA,NA,NA,NA,NA,NA,2017-06-30T00:00:00Z,Transformation,Banque,La Poste,47.9056,47.9056,NA,2017-04-21T00:00:00Z,NA,NA,NA,24.0,2017-06-11
LBP,CdS - ITTR - Vision cible 2020-2025 Infra Télécom Réseau et PdT,WBT,JPG,ORE,3 - Emise,0.4,Non,POS100,48.0,NA,NA,NA,NA,NA,NA,2017-06-20T00:00:00Z,ETM,Banque,La Poste,19.200000000000003,19.200000000000003,NA,2017-01-13T00:00:00Z,2017-05-09T00:00:00Z,NA,2017-04-04T00:00:00Z,24.0,2017-06-11
LBP,CdS - ITTR - Vision cible 2020-2025 Infra Télécom Réseau et PdT - MAJ vision S2,WBT,JPG,ORE,0 - A qualifier,0.2,Non,POS100,35.0,NA,NA,NA,NA,NA,NA,2017-05-10T00:00:00Z,ETM,Banque,La Poste,7.0,7.0,NA,2017-01-13T00:00:00Z,2017-05-09T00:00:00Z,NA,2017-04-04T00:00:00Z,24.0,2017-06-11
LBP,CdS - CTRA - Accompagnement TDO,WBT,NQU,ORE,5 - No follow,0.0,Oui,POS100,30.0,NA,NA,NA,0.0,NA,Réalisé en interne,NA,ETM,Banque,La Poste,0.0,0.0,NA,2017-04-04T00:00:00Z,NA,NA,2017-04-28T00:00:00Z,24.0,2017-06-11
LBP,CdS - SLG - Assistance RSSI RLP,WBT,CGE,ORE,1 - Qualifiée,0.2,Non,POS100,50.0,NA,NA,NA,NA,NA,Prestation distincte de l'assistance de Karima B,NA,Sécurité,Banque,La Poste,10.0,10.0,2017-02-03T00:00:00Z,NA,NA,NA,NA,24.0,2017-06-11
LBP,CdS - ITTR/TRT - Pilotage portefeuille de projet Cloisonnement,WBT,JPG,ORE,6 - En sommeil,0.0,Non,POS100,10.0,50.0,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,0.0,0.0,NA,2017-01-13T00:00:00Z,NA,NA,2017-03-21T00:00:00Z,24.0,2017-06-11
LBP,CdS - Conduite de projet – Niveau 3 - IDF « IAM (Identity et Access Management) ».,WBT,JPG/CGE,ORE,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,Sécurité,Banque,La Poste,2.0,2.0,NA,NA,NA,NA,NA,24.0,2017-06-11
Leclerc Réunion,Stratégie Digitale,WBT,MMO,MMO,0 - A qualifier,0.2,Non,NA,100.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,Excellence,20.0,20.0,NA,NA,NA,NA,NA,24.0,2017-06-11
LECTRA,IIF - Constuction du service Innovation et des Lab associés,WBT,MBO,ORE,3 - Emise,0.4,Non,LECXXX,130.0,NA,NA,NA,NA,NA,NA,2017-05-31T00:00:00Z,Digital Innovation,Industrie,Lectra,52.0,52.0,2017-01-18T00:00:00Z,NA,2017-02-27T00:00:00Z,NA,NA,24.0,2017-06-11
LVMH,LVMH - Cadrage Programme Call Centrer,WBT,MLO,JSO,4 - Gagnée,1.0,Non,LVM006,84.5,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,LVMH,84.5,84.5,NA,2017-01-23T00:00:00Z,NA,2017-01-29T00:00:00Z,NA,24.0,2017-06-11
LVMH,Cadrage agilité ,WBT,MLO,JSO,6 - En sommeil,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,LVMH,0.0,0.0,NA,NA,NA,NA,2017-01-29T00:00:00Z,24.0,2017-06-11
Maddyness,IIF - Création d'un media fictif,WBT,MLN,ORE,3 - Emise,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-09-30T00:00:00Z,Digital Innovation,Service,Maddyness,4.0,4.0,NA,2017-03-13T00:00:00Z,2017-04-14T00:00:00Z,NA,NA,24.0,2017-06-11
Malakoff Merédic,Malakoff Merédic - Intervention Datalab,WIES,JDO,MMO,4 - Gagnée,1.0,Non,WM/MAKOF026,10.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,Malakoff Mérédic,10.0,10.0,NA,NA,2017-02-08T00:00:00Z,2017-02-10T00:00:00Z,NA,24.0,2017-06-11
MME,Stratégie digitale et feuille de route,WAss,PCO,MMO,7 - Perdue,0.0,Oui,NA,26.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,Mutuelle Mieux-Etre,0.0,0.0,NA,NA,2016-12-08T00:00:00Z,NA,2016-12-21T00:00:00Z,24.0,2017-06-11
Mutuelle Saint Christophe,Etude Orga Entreprises,WBT,MBO,ORE,7 - Perdue,0.0,Non,NA,1.6,60.75,NA,NA,NA,NA,NA,NA,Digital Innovation,Assurance,Mutuelle Saint Christophe,0.0,0.0,2016-12-09T00:00:00Z,2017-02-14T00:00:00Z,NA,NA,2017-02-27T00:00:00Z,24.0,2017-06-11
Mutuelle Saint Christophe,Définition Stratégie Digitale,WBT,MBO,ORE,1 - Qualifiée,0.4,Non,NA,70.0,NA,NA,NA,NA,NA,NA,2017-09-30T00:00:00Z,Digital Innovation,Assurance,Mutuelle Saint Christophe,28.0,28.0,2016-12-09T00:00:00Z,NA,NA,NA,NA,24.0,2017-06-11
Nexity,Management de transition,WBT,OGR,OGR,7 - Perdue,0.0,Non,NA,70.0,NA,NA,NA,NA,NA,Write-off suite à démissionJM Zuliani,2017-04-25T00:00:00Z,Digital Innovation,Service,Nexity,0.0,0.0,2017-04-13T00:00:00Z,2017-04-13T00:00:00Z,NA,2017-04-26T00:00:00Z,2017-05-19T00:00:00Z,24.0,2017-06-11
Nexity,Management de transition (portage indépendant),WBT,OGR,OGR,1 - Qualifiée,0.2,Non,NA,NA,NA,36.0,7.2,NA,NA,NA,2017-04-25T00:00:00Z,Digital Innovation,Service,Nexity,8.64,0.0,2017-05-19T00:00:00Z,2017-04-13T00:00:00Z,NA,2017-04-26T00:00:00Z,2017-05-19T00:00:00Z,24.0,2017-06-11
Nexity,Chef de projet innovation digitale T3,WBT,MMO,OGR,2 - A émettre,0.8,Oui,NEXxyz,42.0,NA,NA,NA,0.0,NA,NA,2017-06-15T00:00:00Z,Digital Innovation,Service,Nexity,33.6,33.6,NA,2017-04-07T00:00:00Z,2017-06-20T00:00:00Z,2017-04-06T00:00:00Z,NA,24.0,2017-06-11
Nexity,Chef de projet innovation digitale,WBT,JVE,OGR,4 - Gagnée,1.0,Non,NEX003,50.75,NA,NA,NA,0.0,NA,NA,NA,Digital Innovation,Service,Nexity,50.75,50.75,NA,NA,2017-03-23T00:00:00Z,2017-04-03T00:00:00Z,NA,24.0,2017-06-11
Nexity,Accompagnement CDR T1 2017 ,WBT,MLO,OGR,7 - Perdue,0.0,Oui,NA,99.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Nexity,0.0,0.0,NA,2016-12-09T00:00:00Z,NA,2017-01-03T00:00:00Z,2017-01-05T00:00:00Z,24.0,2017-06-11
Nexity,Sell-on Accompagnement DAM,WBT,JVE,OGR,4 - Gagnée,1.0,Oui,NEX002,70.8,5.200000000000003,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,76.0,70.8,NA,2016-11-22T00:00:00Z,2016-12-16T00:00:00Z,2016-12-19T00:00:00Z,NA,24.0,2017-06-11
Nexity,Nouveaux espaces de travail,WBT,ARE,OGR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,2.0,2.0,2017-03-27T00:00:00Z,NA,NA,NA,NA,24.0,2017-06-11
Nexity,Accompagnement - Smartcity/Smartbuilding - Crosscut - Moskitos,WBT,ARE,OGR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,2.0,2.0,2017-03-27T00:00:00Z,NA,NA,NA,NA,24.0,2017-06-11
Nexity,Définition Roadmap - Smartcity/Smartbuilding (approche design),WBT,ARE,OGR,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,4.0,4.0,2017-03-27T00:00:00Z,NA,NA,NA,NA,24.0,2017-06-11
Nexity,Accompagnement CDR T1 2017 (Option ) ,WBT,MLO,OGR,7 - Perdue,0.0,Oui,NA,68.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Nexity,0.0,0.0,NA,2016-12-09T00:00:00Z,NA,NA,2017-01-05T00:00:00Z,24.0,2017-06-11
Nexity,Architecte d'entreprise IR,WBT,MLO,OGR,7 - Perdue,0.0,Oui,NA,60.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Nexity,0.0,0.0,NA,2016-12-09T00:00:00Z,NA,NA,2017-01-05T00:00:00Z,24.0,2017-06-11
Nexity,Migration de DataCenter,WBT,OGR,OGR,5 - No follow,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,18/10 : proposer un dispositif type E. Wilmenot ,NA,Transformation,Service,Nexity,0.0,0.0,2016-11-01T00:00:00Z,NA,NA,NA,NA,24.0,2017-06-11
Nexity,Accompagnement au changement Management DDI,WBT,JVE,OGR,5 - No follow,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,0.0,0.0,NA,NA,NA,NA,NA,24.0,2017-06-11
Nexity,UX - Espace privé,WBT,ARE,OGR,7 - Perdue,0.0,Non,NA,25.6,NA,26.5,NA,NA,NA,Propale Ecosystème Weave/TE,NA,Digital Innovation,Service,Nexity,0.0,0.0,2016-11-20T00:00:00Z,2016-12-05T00:00:00Z,2016-12-16T00:00:00Z,NA,2017-01-10T00:00:00Z,24.0,2017-06-11
Nexity,PMO refonte des outils SIP,WBT,JVE,OGR,7 - Perdue,0.0,Oui,NA,19.8,NA,NA,NA,0.0,NA,NA,NA,Transformation,Service,Nexity,0.0,0.0,NA,2017-03-06T00:00:00Z,2017-03-09T00:00:00Z,NA,2017-03-16T00:00:00Z,24.0,2017-06-11
Nexity,Chef de projet innovation digitale T4,WBT,MMO,OGR,2 - A émettre,0.8,Oui,NEXxyz,54.25,NA,NA,NA,0.0,NA,NA,2017-09-15T00:00:00Z,Digital Innovation,Service,Nexity,43.400000000000006,43.400000000000006,NA,NA,2017-09-20T00:00:00Z,NA,NA,24.0,2017-06-11
Nexity,Appui CP innovation digital,WBT,OGR,OGR,5 - No follow,0.0,Non,NA,52.5,NA,NA,NA,NA,NA,NA,2017-04-28T00:00:00Z,Digital Innovation,Service,Nexity,0.0,0.0,2017-04-13T00:00:00Z,2017-04-24T00:00:00Z,NA,NA,2017-05-05T00:00:00Z,24.0,2017-06-11
Nexity,CP SI frontal métier,WBT,OGR,OGR,5 - No follow,0.0,Non,NA,60.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,0.0,0.0,2017-04-13T00:00:00Z,NA,NA,NA,2017-04-24T00:00:00Z,24.0,2017-06-11
OGC Nice,Relation strat-up,WBT,GDE,OGR,0 - A qualifier,0.2,Non,OGCXXX,50.0,NA,NA,NA,NA,NA,intro via Tech4team ,NA,Digital Innovation,Service,OGC Nice,10.0,10.0,NA,NA,NA,NA,NA,24.0,2017-06-11
Paris-Turf,Stratégie IT,WIES,ORE,ORE,4 - Gagnée,1.0,Non,WM/PTU001,12.5,NA,NA,NA,NA,NA,NA,NA,ETM,Service,Paris-Turf,12.5,12.5,NA,NA,NA,2017-04-21T00:00:00Z,NA,24.0,2017-06-11
Pepsico,IIF - Responsive Working,WBT,MLN,ORE,5 - No follow,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,Pepsico,0.0,0.0,NA,2017-03-08T00:00:00Z,NA,NA,2017-04-07T00:00:00Z,24.0,2017-06-11
Photobox ,Chef de projet digital ,WBT,UHE,UHE,5 - No follow,0.0,Non,NA,0.0,30.0,NA,NA,NA,NA,Sous-traitance interne Airmis (profil BT trop cher),NA,Digital Innovation,Service,Photobox,0.0,0.0,NA,2017-01-13T00:00:00Z,2017-02-03T00:00:00Z,NA,2017-04-06T00:00:00Z,24.0,2017-06-11
Pierre Fabre,IIF - Etude modèle relationnel Grand Groupes-Start-up,WBT,MBO,MMO,4 - Gagnée,1.0,Non,PF001,7.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Industrie,Pierre Fabre,7.0,7.0,NA,NA,2017-02-20T00:00:00Z,2017-03-10T00:00:00Z,NA,24.0,2017-06-11
Pramex,IIF - Structuration Pôle Digitale et R&D ,WBT,MLN,ORE,1 - Qualifiée,0.2,Oui,NA,60.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,Pramex,12.0,12.0,2017-04-07T00:00:00Z,NA,NA,NA,NA,24.0,2017-06-11
Prestashop,Transformation Data + UX,WBT,UHE,UHE,4 - Gagnée,1.0,Oui,PREST001,228.0,88.0,40.0,NA,0.0,NA,prestation sur 3 mois,NA,Transformation,Retail,Prestashop,356.0,228.0,NA,2017-01-13T00:00:00Z,2017-02-09T00:00:00Z,2017-01-27T00:00:00Z,NA,24.0,2017-06-11
Prestashop,Design Selfcare Presto,WBT,JVE,UHE,5 - No follow,0.0,Oui,NA,7.0,NA,NA,NA,0.0,NA,Prolongation mathilde sur mai,NA,Transformation,Retail,Prestashop,0.0,0.0,NA,2017-04-24T00:00:00Z,2017-04-30T00:00:00Z,NA,2017-04-26T00:00:00Z,24.0,2017-06-11
Prestashop,Transformation Data + UX - Sell-on T3,WBT,JVE,UHE,2 - A émettre,0.8,Oui,PREST002,110.0,25.0,NA,NA,0.0,NA,Prolongation équipe actuelle + 1 consultant,NA,Digital Innovation,Retail,Prestashop,108.0,88.0,NA,2017-06-06T00:00:00Z,2017-06-20T00:00:00Z,NA,2017-06-30T00:00:00Z,24.0,2017-06-11
Protex International,Stratégie digitale et feuille de route,WBT,MMO,MMO,6 - En sommeil,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NQU : Passé à No Follow le 9/04/2017,NA,Digital Innovation,Service,Protex International,0.0,0.0,2016-12-01T00:00:00Z,2016-12-06T00:00:00Z,2017-04-24T00:00:00Z,NA,2017-05-19T00:00:00Z,24.0,2017-06-11
PSG,Accompagnement Si performance sportive,WBT,KLA,BES,5 - No follow,0.0,Non,NA,132.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,PSG,0.0,0.0,NA,NA,2016-11-25T00:00:00Z,NA,2017-04-04T00:00:00Z,24.0,2017-06-11
RATP,Transformation Digitale,WBT,JSO,MMO,7 - Perdue,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,ETM,Service,RATP,0.0,0.0,NA,NA,2016-12-05T00:00:00Z,NA,NA,24.0,2017-06-11
SEMMARIS  (RUNGIS),Marché Cadre : Marketplace  / AMOA/ CRM,WBT,MLO,UHE,3 - Emise,0.8,Non,SEMXXX,200.0,NA,NA,NA,NA,NA,WIN sur LOT 4 communiqué oralement - En attente de l'écrit ,2017-05-15T00:00:00Z,Transformation,Para-public,Semmaris,160.0,160.0,NA,2017-03-18T00:00:00Z,2017-04-07T00:00:00Z,NA,2017-05-15T00:00:00Z,24.0,2017-06-11
SG - XXX,IIF - LXP Design Fiction,WIES,MLN,ORE,6 - En sommeil,0.0,Non,NA,15.0,NA,NA,NA,NA,NA,NA,2017-02-15T00:00:00Z,Digital Innovation,Banque,SG,0.0,0.0,2017-02-14T00:00:00Z,NA,2017-02-14T00:00:00Z,NA,2017-05-12T00:00:00Z,24.0,2017-06-11
SG-BDDF,SG - BDDF : CDS Communautés Stratégiques BDDF,WBT,MBO,MMO,4 - Gagnée,1.0,Oui,WG/SG083,32.2,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,SG,32.2,32.2,NA,2016-12-09T00:00:00Z,2016-12-09T00:00:00Z,2017-05-12T00:00:00Z,NA,24.0,2017-06-11
SG-BDDF,SG - BDDF : CDS Communautés Stratégiques BDDF - T3-T4 2017,WBT,MBO,MMO,0 - A qualifier,0.4,Oui,NA,120.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,SG,48.0,48.0,NA,2016-12-09T00:00:00Z,NA,NA,NA,24.0,2017-06-11
SG-BSC,SG - BSC Datalab - Opportunité DataLab auprès du nouveau département Data de BSC,WBT,BMO,GCH,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,BMO : Rendez-vous à organiser via F. Bouloy,NA,Data,Banque,SG,0.0,0.0,NA,NA,NA,NA,2017-03-28T00:00:00Z,24.0,2017-06-11
SG-BSC,SG - Création Communauté Architecture,WBT,JSO,JSO,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,SG,0.0,0.0,2016-10-31T00:00:00Z,NA,NA,NA,2017-01-20T00:00:00Z,24.0,2017-06-11
SG-GTB,SG - GTB : PMO 2017,WBan,JSO,JSO,4 - Gagnée,1.0,Oui,WFS/SG076,51.92,NA,NA,NA,NA,NA,Markup maintenu (ORE),NA,Transformation,Banque,SG,51.92,51.92,NA,2016-11-23T00:00:00Z,NA,2017-01-31T00:00:00Z,NA,24.0,2017-06-11
SG-GTS-EUS,SG - EUS - Marketing des offres et des usages - Sell-on #2,WBT,BMO/ARE,GCH,5 - No follow,0.0,Oui,NA,20.0,NA,NA,NA,NA,NA,Closing2016/04/11 : En attente retour cliente,NA,Transformation,Banque,SG,0.0,0.0,NA,2016-05-23T00:00:00Z,2016-05-23T00:00:00Z,NA,2017-01-17T00:00:00Z,24.0,2017-06-11
SG-GTS-STP,Accompagnement Transfo SI GTS,WBT,GDE,JSO,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,SG,0.0,0.0,2017-01-20T00:00:00Z,NA,NA,NA,2017-03-27T00:00:00Z,24.0,2017-06-11
SG-IBFS,SG-IBFS : Direction de projet BI (Adlen,WBan,AKA,JSO,4 - Gagnée,1.0,Non,WFS/SG068,118.5,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,SG,118.5,118.5,NA,NA,NA,2017-01-01T00:00:00Z,NA,24.0,2017-06-11
SG-ITIM,SG-ITIM : Datalab : POC Data ,Airmis,JDO / BMO,BES,5 - No follow,0.0,Non,NA,NA,NA,NA,NA,NA,NA,Propale pour appuyer la réalisation de POC sur des cas d'usages existants,NA,Data,Banque,SG,0.0,0.0,2016-10-07T00:00:00Z,2016-10-08T00:00:00Z,NA,NA,2017-03-28T00:00:00Z,24.0,2017-06-11
SG-ITIM,SG-ITIM : Data management ,Airmis,SMA / BMO,BES,5 - No follow,0.0,Non,NA,18.0,NA,NA,NA,NA,NA,propale émise,NA,Data,Banque,SG,0.0,0.0,2016-10-07T00:00:00Z,2016-10-08T00:00:00Z,2016-11-28T00:00:00Z,NA,2017-03-28T00:00:00Z,24.0,2017-06-11
SG-ITIM,Transformation COO ITIM,WBT,BMO,JSO,4 - Gagnée,1.0,Non,WG/SG074,20.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,SG,20.0,20.0,NA,NA,NA,2016-10-01T00:00:00Z,NA,24.0,2017-06-11
SG-ITIM,Accompagnement IF,WBT,JSO,JSO,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,SG,4.0,4.0,NA,NA,NA,NA,NA,24.0,2017-06-11
SG-ITIM,SG - ITIM :Cadrage Automates Agence - Sell-On #2,WBan,BMO/LHE,JSO,5 - No follow,0.0,Oui,NA,50.0,NA,NA,NA,NA,NA,Reporté à 2017,NA,Digital Innovation,Banque,SG,0.0,0.0,2016-05-23T00:00:00Z,NA,NA,NA,2017-01-31T00:00:00Z,24.0,2017-06-11
SG-PRIV,SG - PRIV : Datalab,WBan,JDO,BES,7 - Perdue,0.0,Non,NA,70.0,NA,NA,NA,NA,NA,BMO : Approche commerciale via BA qui reprend le sujet,NA,Transformation,Banque,SG,0.0,0.0,2016-10-14T00:00:00Z,2016-10-14T00:00:00Z,2017-01-11T00:00:00Z,NA,2017-02-07T00:00:00Z,24.0,2017-06-11
SG-PRIV,Accompagnement PMO T2+T3,WBan,JSO,JSO,4 - Gagnée,1.0,Non,WFS/SG050,NA,NA,NA,NA,NA,NA,Besnainou (95j) + Collumeau (37j),NA,Transformation,Banque,SG,0.0,0.0,NA,NA,NA,2017-04-01T00:00:00Z,NA,24.0,2017-06-11
SG-PRIV,Accompagnement PMO,WBan,JSO,JSO,4 - Gagnée,1.0,Non,WFS/SG050,169.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,SG,169.0,169.0,NA,NA,NA,2017-01-25T00:00:00Z,NA,24.0,2017-06-11
SG-SEGL,Vision Cible Architecture Data,WBT,SMA,JSO,7 - Perdue,0.0,Non,NA,108.0,NA,NA,NA,0.0,NA,NA,NA,Data,Banque,SG,0.0,0.0,NA,2017-01-11T00:00:00Z,2017-01-16T00:00:00Z,NA,2017-01-28T00:00:00Z,24.0,2017-06-11
SG-TPS,Architecture d'entreprise Agile,WBT,JSO,JSO,4 - Gagnée,1.0,Non,WG/SG059,14.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,SG,14.0,14.0,NA,2017-03-13T00:00:00Z,NA,2017-03-21T00:00:00Z,NA,24.0,2017-06-11
SG-IBFS,Cadrage BI-SME 2018-2019,WBan,JPR,JPR,4 - Gagnée,1.0,Non,WG/SGxxx,8.8,NA,NA,NA,0.0,NA,Cf. mail JPh. du 8/6,NA,Transformation,Banque,SG,8.8,8.8,NA,NA,NA,2017-05-30T00:00:00Z,NA,24.0,2017-06-11
